"","titles","date","location","wage","skills","query"
"222","Senior Data Scientist - Healthcare, Predictive Analytics"," 10/17/2019","Santa Cruz, CA","Compensation Unspecified","Data Modeling","Data Science"
"223","Senior Data Scientist - Healthcare, Predictive Analytics"," 10/17/2019","Santa Cruz, CA","Compensation Unspecified","Data Mining","Data Science"
"224","Senior Data Scientist - Healthcare, Predictive Analytics"," 10/17/2019","Santa Cruz, CA","Compensation Unspecified","Statistical Analysis","Data Science"
"225","Senior Data Scientist, Data Privacy (Relo to Boston)"," 09/25/2019","Boston, MA","Compensation Unspecified","Healthcare","Data Science"
"226","Senior Data Scientist, Data Privacy (Relo to Boston)"," 09/25/2019","Boston, MA","Compensation Unspecified","HIPAA","Data Science"
"227","Senior Data Scientist, Data Privacy (Relo to Boston)"," 09/25/2019","Boston, MA","Compensation Unspecified","Python","Data Science"
"228","Senior Data Scientist, Data Privacy (Relo to Boston)"," 09/25/2019","Boston, MA","Compensation Unspecified","Azure","Data Science"
"229","Lead Data Scientist - NLP, Machine Learning"," 08/08/2018","Santa Monica, CA","Full-time $100k - $160k","Hadoop/Spark/Hive","Data Science"
"230","Lead Data Scientist - NLP, Machine Learning"," 08/08/2018","Santa Monica, CA","Full-time $100k - $160k","Quantitative Analysis","Data Science"
"231","Lead Data Scientist - NLP, Machine Learning"," 08/08/2018","Santa Monica, CA","Full-time $100k - $160k","Python/R","Data Science"
"232","Lead Data Scientist - NLP, Machine Learning"," 08/08/2018","Santa Monica, CA","Full-time $100k - $160k","SQL","Data Science"
"233","Lead Data Scientist - NLP, Machine Learning"," 08/08/2018","Santa Monica, CA","Full-time $100k - $160k","Big Data Systems (Hadoop/Hive/Spark","Data Science"
"234","Data Scientist, Cognitive/Machine Learning (Relo to Boston)"," 10/03/2019","Boston, MA","Compensation Unspecified","Machine Learning","Data Science"
"235","Data Scientist, Cognitive/Machine Learning (Relo to Boston)"," 10/03/2019","Boston, MA","Compensation Unspecified","Artificial Intelligence","Data Science"
"236","Data Scientist, Cognitive/Machine Learning (Relo to Boston)"," 10/03/2019","Boston, MA","Compensation Unspecified","Deep Learning","Data Science"
"237","Data Scientist, Cognitive/Machine Learning (Relo to Boston)"," 10/03/2019","Boston, MA","Compensation Unspecified","Healthcare/Managed care","Data Science"
"238","Data Scientist, Cognitive/Machine Learning (Relo to Boston)"," 10/03/2019","Boston, MA","Compensation Unspecified","Data Management","Data Science"
"239","Lead Data Scientist, Deep Learning (Relo to Boston)"," 10/08/2019","Boston, MA","Compensation Unspecified","Deep Learning","Data Science"
"240","Lead Data Scientist, Deep Learning (Relo to Boston)"," 10/08/2019","Boston, MA","Compensation Unspecified","Machine Learning","Data Science"
"241","Lead Data Scientist, Deep Learning (Relo to Boston)"," 10/08/2019","Boston, MA","Compensation Unspecified","Recommender System","Data Science"
"242","Lead Data Scientist, Deep Learning (Relo to Boston)"," 10/08/2019","Boston, MA","Compensation Unspecified","Speech Recognition","Data Science"
"243","Lead Data Scientist, Deep Learning (Relo to Boston)"," 10/08/2019","Boston, MA","Compensation Unspecified","Artificial Intelligence","Data Science"
"244","Lead Data Scientist - CNN, Deep Learning - RELOCATION OFFERED!"," 08/08/2018","West Hollywood, CA","Full-time $150k - $250k","Machine Learning","Data Science"
"245","Lead Data Scientist - CNN, Deep Learning - RELOCATION OFFERED!"," 08/08/2018","West Hollywood, CA","Full-time $150k - $250k","Deep Learning","Data Science"
"246","Lead Data Scientist - CNN, Deep Learning - RELOCATION OFFERED!"," 08/08/2018","West Hollywood, CA","Full-time $150k - $250k","Data Science","Data Science"
"247","Lead Data Scientist - CNN, Deep Learning - RELOCATION OFFERED!"," 08/08/2018","West Hollywood, CA","Full-time $150k - $250k","neural networks","Data Science"
"248","Lead Data Scientist - CNN, Deep Learning - RELOCATION OFFERED!"," 08/08/2018","West Hollywood, CA","Full-time $150k - $250k","Tensorflow","Data Science"
"249","Data Scientist | AI, Python, Security (RELOCATION ASSISTANCE!)"," 03/12/2019","Newport Beach, CA","Full-time $120k - $175k","Machine Learning","Data Science"
"250","Data Scientist | AI, Python, Security (RELOCATION ASSISTANCE!)"," 03/12/2019","Newport Beach, CA","Full-time $120k - $175k","Python","Data Science"
"251","Data Scientist | AI, Python, Security (RELOCATION ASSISTANCE!)"," 03/12/2019","Newport Beach, CA","Full-time $120k - $175k","Data Mining","Data Science"
"252","Data Scientist | AI, Python, Security (RELOCATION ASSISTANCE!)"," 03/12/2019","Newport Beach, CA","Full-time $120k - $175k","AWS","Data Science"
"253","Data Scientist | AI, Python, Security (RELOCATION ASSISTANCE!)"," 03/12/2019","Newport Beach, CA","Full-time $120k - $175k","Big Data","Data Science"
"254","Sr Data Scientist - TS/SCI w/ Poly"," 10/18/2019","Herndon, VA","Compensation Unspecified","AWS","Data Science"
"255","Sr Data Scientist - TS/SCI w/ Poly"," 10/18/2019","Herndon, VA","Compensation Unspecified","Python","Data Science"
"256","Sr Data Scientist - TS/SCI w/ Poly"," 10/18/2019","Herndon, VA","Compensation Unspecified","Machine Learning","Data Science"
"257","Sr Data Scientist - TS/SCI w/ Poly"," 10/18/2019","Herndon, VA","Compensation Unspecified","Java","Data Science"
"258","Chief Data/BI Scientist - SQL, Python/R, Spark/Hadoop"," 08/28/2018","Santa Monica, CA","Full-time $150k - $250k","SQL","Data Science"
"259","Chief Data/BI Scientist - SQL, Python/R, Spark/Hadoop"," 08/28/2018","Santa Monica, CA","Full-time $150k - $250k","Python","Data Science"
"260","Chief Data/BI Scientist - SQL, Python/R, Spark/Hadoop"," 08/28/2018","Santa Monica, CA","Full-time $150k - $250k","SPARK","Data Science"
"261","Chief Data/BI Scientist - SQL, Python/R, Spark/Hadoop"," 08/28/2018","Santa Monica, CA","Full-time $150k - $250k","Hadoop","Data Science"
"262","Manager of Data Science - Property & Casualty Insurance"," 10/04/2019","Woodbridge, NJ","Compensation Unspecified","Data Scientist","Data Science"
"263","Manager of Data Science - Property & Casualty Insurance"," 10/04/2019","Woodbridge, NJ","Compensation Unspecified","Insurance","Data Science"
"264","Manager of Data Science - Property & Casualty Insurance"," 10/04/2019","Woodbridge, NJ","Compensation Unspecified","Finance","Data Science"
"265","Manager of Data Science - Property & Casualty Insurance"," 10/04/2019","Woodbridge, NJ","Compensation Unspecified","Banking","Data Science"
"266","Manager of Data Science - Property & Casualty Insurance"," 10/04/2019","Woodbridge, NJ","Compensation Unspecified","Machine Learning","Data Science"
"267","NLP Application Scientist"," 10/01/2019","Marlborough, MA","Compensation Unspecified","Pre or Post Sales","Data Science"
"268","NLP Application Scientist"," 10/01/2019","Marlborough, MA","Compensation Unspecified","Client Facing","Data Science"
"269","NLP Application Scientist"," 10/01/2019","Marlborough, MA","Compensation Unspecified","Python or Java","Data Science"
"270","NLP Application Scientist"," 10/01/2019","Marlborough, MA","Compensation Unspecified","Life science/Healthcare background","Data Science"
"271","NLP Application Scientist"," 10/01/2019","Marlborough, MA","Compensation Unspecified","NLP/Text Mining","Data Science"
"272","Lead Data Science - Cognitive/ML (Relo to Boston)"," 10/09/2019","Boston, MA","Compensation Unspecified","Machine Learning","Data Science"
"273","Lead Data Science - Cognitive/ML (Relo to Boston)"," 10/09/2019","Boston, MA","Compensation Unspecified","Deep Learning","Data Science"
"274","Lead Data Science - Cognitive/ML (Relo to Boston)"," 10/09/2019","Boston, MA","Compensation Unspecified","Natural Language Processing","Data Science"
"275","Lead Data Science - Cognitive/ML (Relo to Boston)"," 10/09/2019","Boston, MA","Compensation Unspecified","Recommender Systems","Data Science"
"276","Lead Data Science - Cognitive/ML (Relo to Boston)"," 10/09/2019","Boston, MA","Compensation Unspecified","Streaming Audio Data","Data Science"
"277","Lead Scientist - cGMP, process control - Newton, MA"," 10/01/2019","Newton, MA","Compensation Unspecified","Process control","Data Science"
"278","Lead Scientist - cGMP, process control - Newton, MA"," 10/01/2019","Newton, MA","Compensation Unspecified","origin of impurities","Data Science"
"279","Lead Scientist - cGMP, process control - Newton, MA"," 10/01/2019","Newton, MA","Compensation Unspecified","cGMP material manufacturing","Data Science"
"280","Lead Scientist - cGMP, process control - Newton, MA"," 10/01/2019","Newton, MA","Compensation Unspecified","Synthetic Organic Chemistry","Data Science"
"281","Lead Scientist - cGMP, process control - Newton, MA"," 10/01/2019","Newton, MA","Compensation Unspecified","raw data analytics","Data Science"
"282","Senior UI Engineer - TypeScript, CSS"," 09/30/2019","Mountain View, CA","Compensation Unspecified","UI/UX Design","Data Science"
"283","Senior UI Engineer - TypeScript, CSS"," 09/30/2019","Mountain View, CA","Compensation Unspecified","TypeScript","Data Science"
"284","Senior UI Engineer - TypeScript, CSS"," 09/30/2019","Mountain View, CA","Compensation Unspecified","Angular","Data Science"
"285","Senior UI Engineer - TypeScript, CSS"," 09/30/2019","Mountain View, CA","Compensation Unspecified","REACT","Data Science"
"286","Senior UI Engineer - TypeScript, CSS"," 09/30/2019","Mountain View, CA","Compensation Unspecified","Vue","Data Science"
"287","Data Engineer - Java, Scala, azure analytics, NoSQL, Data Mining"," 08/08/2018","Raleigh, NC","Compensation Unspecified","Java","Data Engineer"
"288","Data Engineer - Java, Scala, azure analytics, NoSQL, Data Mining"," 08/08/2018","Raleigh, NC","Compensation Unspecified","Scala","Data Engineer"
"289","Data Engineer - Java, Scala, azure analytics, NoSQL, Data Mining"," 08/08/2018","Raleigh, NC","Compensation Unspecified","azure analytics","Data Engineer"
"290","Data Engineer - Java, Scala, azure analytics, NoSQL, Data Mining"," 08/08/2018","Raleigh, NC","Compensation Unspecified","NoSQL","Data Engineer"
"291","Data Engineer - Java, Scala, azure analytics, NoSQL, Data Mining"," 08/08/2018","Raleigh, NC","Compensation Unspecified","Data Mining","Data Engineer"
"292","Data Engineer - Relocation offered!"," 04/24/2019","Minneapolis, MN","Full-time $90k - $130k","Hadoop","Data Engineer"
"293","Data Engineer - Relocation offered!"," 04/24/2019","Minneapolis, MN","Full-time $90k - $130k","Hive","Data Engineer"
"294","Data Engineer - Relocation offered!"," 04/24/2019","Minneapolis, MN","Full-time $90k - $130k","Mapreduce","Data Engineer"
"295","Data Engineer - Relocation offered!"," 04/24/2019","Minneapolis, MN","Full-time $90k - $130k","yarn","Data Engineer"
"296","Data Engineer - Relocation offered!"," 04/24/2019","Minneapolis, MN","Full-time $90k - $130k","Kafka","Data Engineer"
"297","Data Engineer"," 04/09/2019","San Francisco, CA","Full-time $140k - $160k","Data Engineer","Data Engineer"
"298","Data Engineer"," 04/09/2019","San Francisco, CA","Full-time $140k - $160k","Data Science","Data Engineer"
"299","Data Engineer"," 04/09/2019","San Francisco, CA","Full-time $140k - $160k","Redshift","Data Engineer"
"300","Data Engineer"," 04/09/2019","San Francisco, CA","Full-time $140k - $160k","Analytics","Data Engineer"
"301","Data Engineer - Relocation offered!"," 04/24/2019","Saint Louis, MO","Full-time $90k - $130k","Hadoop","Data Engineer"
"302","Data Engineer - Relocation offered!"," 04/24/2019","Saint Louis, MO","Full-time $90k - $130k","Hive","Data Engineer"
"303","Data Engineer - Relocation offered!"," 04/24/2019","Saint Louis, MO","Full-time $90k - $130k","Mapreduce","Data Engineer"
"304","Data Engineer - Relocation offered!"," 04/24/2019","Saint Louis, MO","Full-time $90k - $130k","yarn","Data Engineer"
"305","Data Engineer - Relocation offered!"," 04/24/2019","Saint Louis, MO","Full-time $90k - $130k","Kafka","Data Engineer"
"306","Data Engineer - Cloud Computing"," 09/11/2019","Scottsdale, AZ","Full-time $80k - $120k","Cloud Computing","Data Engineer"
"307","Data Engineer - Cloud Computing"," 09/11/2019","Scottsdale, AZ","Full-time $80k - $120k","SQL","Data Engineer"
"308","Data Engineer - Cloud Computing"," 09/11/2019","Scottsdale, AZ","Full-time $80k - $120k","Linux","Data Engineer"
"309","Data Engineer - Cloud Computing"," 09/11/2019","Scottsdale, AZ","Full-time $80k - $120k","Python","Data Engineer"
"310","Data Engineer - Cloud Computing"," 09/11/2019","Scottsdale, AZ","Full-time $80k - $120k","Cloud Spanner","Data Engineer"
"311","Data Engineer - Hadoop/Spark, SQL"," 08/29/2019","Santa Monica, CA","Compensation Unspecified","Java","Data Engineer"
"312","Data Engineer - Hadoop/Spark, SQL"," 08/29/2019","Santa Monica, CA","Compensation Unspecified","Big Data","Data Engineer"
"313","Data Engineer - Hadoop/Spark, SQL"," 08/29/2019","Santa Monica, CA","Compensation Unspecified","Map Reduce","Data Engineer"
"314","Data Engineer - Hadoop/Spark, SQL"," 08/29/2019","Santa Monica, CA","Compensation Unspecified","SPARK","Data Engineer"
"315","Data Engineer - Hadoop/Spark, SQL"," 08/29/2019","Santa Monica, CA","Compensation Unspecified","hBase","Data Engineer"
"316","Data Engineer - Scala, Spark"," 08/20/2019","Santa Clara, CA","Full-time $110k - $175k","Scala","Data Engineer"
"317","Data Engineer - Scala, Spark"," 08/20/2019","Santa Clara, CA","Full-time $110k - $175k","Java","Data Engineer"
"318","Data Engineer - Scala, Spark"," 08/20/2019","Santa Clara, CA","Full-time $110k - $175k","SPARK","Data Engineer"
"319","Data Engineer - Scala, Spark"," 08/20/2019","Santa Clara, CA","Full-time $110k - $175k","MySQL","Data Engineer"
"320","Data Engineer"," 08/29/2019","Philadelphia, PA","Full-time $120k - $200k","Data","Data Engineer"
"321","Data Engineer"," 08/29/2019","Philadelphia, PA","Full-time $120k - $200k","Engineer","Data Engineer"
"322","Data Engineer"," 08/29/2019","Philadelphia, PA","Full-time $120k - $200k","Pipeline","Data Engineer"
